rollout_id,problem_id,rollout_k,error_type,error_step,recovery_status,final_answer_correct
nat_rec_02991,math500_208,14,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02997,math500_209,4,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02999,math500_209,6,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_03001,math500_209,8,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_03002,math500_209,9,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_03005,math500_209,12,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_03006,math500_209,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_03007,math500_209,14,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_03020,math500_210,11,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_03025,math500_211,0,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_03029,math500_211,4,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_03030,math500_211,5,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_03034,math500_211,9,ARITHMETIC_MISCALCULATION,Step 2,RECOVERED,1
nat_rec_03039,math500_211,14,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_03043,math500_212,2,ARITHMETIC_MISCALCULATION,Step 2,RECOVERED,1
nat_rec_03053,math500_212,12,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_03057,math500_213,0,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_03064,math500_213,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,RECOVERED,1
nat_rec_03066,math500_213,9,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_03075,math500_214,2,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_03076,math500_214,3,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_03081,math500_214,8,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_03084,math500_214,11,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_03086,math500_214,13,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_03088,math500_214,15,SELF_DETECTED_REASONING_FLAW,Step 2,RECOVERED,1
nat_rec_03094,math500_215,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,RECOVERED,1
nat_rec_03102,math500_215,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_03103,math500_215,14,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_03104,math500_215,15,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_03109,math500_216,4,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,RECOVERED,1
nat_rec_03110,math500_216,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_03117,math500_216,12,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_03119,math500_216,14,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_03121,math500_217,0,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_03123,math500_217,2,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_03127,math500_217,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_03131,math500_217,10,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_03137,math500_218,0,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_03140,math500_218,3,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_03145,math500_218,8,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_03152,math500_218,15,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_03154,math500_219,1,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_03162,math500_219,9,SELF_DETECTED_REASONING_FLAW,Step 2,RECOVERED,1
nat_rec_03173,math500_220,4,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_03187,math500_221,2,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_03195,math500_221,10,SELF_DETECTED_REASONING_FLAW,Step 2,RECOVERED,1
nat_rec_03199,math500_221,14,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_03200,math500_221,15,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
